[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:14:34,890] --> ####################################################################################################
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:12,721] --> Follower control law function taking more time than control period: 6.37006759644 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:12,770] --> Follower control law function taking more time than control period: 7.39693641663 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:12,908] --> Follower control law function taking more time than control period: 6.52098655701 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,035] --> Control law function taking more time than control period: 12.5398635864 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,216] --> Control law function taking more time than control period: 61.9580745697 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,222] --> Follower control law function taking more time than control period: 5.73706626892 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,223] --> Control law function taking more time than control period: 5.94401359558 ms
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,242] --> Control law function taking more time than control period: 13.1440162659 ms
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,267] --> Landing
[WARNING] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,277] --> Follower control law function taking more time than control period: 5.00988960266 ms
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,376] --> Error in X: 0.032734828135
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,377] --> Error in Y: 0.00526134004137
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,379] --> Error in Z: 0.0180025951748
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:13,858] --> Qt GUI executed
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:14,011] --> Rospy node closed
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:21,283] --> Data saved
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:26,819] --> Data saved
[INFO] [SIM_PD_FOLLOWER] [2018-03-14 02:15:26,819] --> Data showed
